Sales_Rank,Lead_ID,Lead_Score,Lead_Category,Predicted_Probability,Predicted_Converted,Actual_Converted,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
600,8086,84,Hot,0.8422899,1,1,Lead Add Form,Reference,No,No,1.0,1486,1.0,Page Visited on Website,,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,14.0,19.0,No,No,Page Visited on Website
601,907,83,Hot,0.8290883,1,1,Landing Page Submission,Google,No,No,3.0,781,3.0,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
602,683,83,Hot,0.82978636,1,1,Landing Page Submission,Referral Sites,No,No,6.0,1505,6.0,Page Visited on Website,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,01.High,02.Medium,16.0,15.0,No,Yes,Page Visited on Website
603,2438,83,Hot,0.8276491,1,1,Landing Page Submission,Google,No,No,11.0,1858,2.2,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,01.High,01.High,17.0,17.0,No,No,Olark Chat Conversation
604,8494,83,Hot,0.8268918,1,1,Landing Page Submission,Direct Traffic,No,No,3.0,676,3.0,SMS Sent,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,Yes,Modified
605,8335,83,Hot,0.83464736,1,1,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,01.High,02.Medium,16.0,15.0,No,No,Email Opened
606,3195,83,Hot,0.8334016,1,0,API,Organic Search,No,No,6.0,259,6.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
607,843,82,Hot,0.81876695,1,1,API,Google,No,No,5.0,1577,5.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
608,5462,82,Hot,0.8178097,1,1,Landing Page Submission,Organic Search,Yes,No,12.0,218,12.0,Unsubscribed,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,Yes,Unsubscribed
609,7421,82,Hot,0.8151003,1,1,Landing Page Submission,Direct Traffic,Yes,No,27.0,212,2.45,Page Visited on Website,United States,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Mumbai,01.High,01.High,17.0,18.0,No,Yes,Page Visited on Website
610,6537,82,Hot,0.81915385,1,0,API,Organic Search,No,No,4.0,313,4.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
611,746,82,Hot,0.8236691,1,0,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Mumbai,03.Low,01.High,11.0,20.0,No,No,Modified
612,5299,82,Hot,0.8166619,1,0,API,Organic Search,No,No,6.0,54,2.0,SMS Sent,Italy,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
613,5719,81,Hot,0.808286,1,1,Landing Page Submission,Google,No,No,3.0,1905,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,,,,,No,No,Email Opened
614,4445,81,Hot,0.81247896,1,1,Landing Page Submission,Google,No,No,9.0,1066,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent
615,9160,81,Hot,0.81118387,1,1,Lead Add Form,,Yes,No,0.0,0,0.0,Unsubscribed,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,14.0,17.0,No,No,Unsubscribed
616,308,81,Hot,0.80846417,1,0,API,Google,No,No,5.0,1493,1.67,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
617,3953,81,Hot,0.80706704,1,1,API,Organic Search,No,No,5.0,277,2.5,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
618,5142,81,Hot,0.8140645,1,1,API,Google,No,No,2.0,291,2.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
619,4906,80,Hot,0.80008996,1,0,API,Google,No,No,2.0,102,2.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
620,3431,80,Hot,0.8008588,1,0,Landing Page Submission,Google,No,No,3.0,325,3.0,SMS Sent,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,No,SMS Sent
621,2634,80,Hot,0.7966655,1,1,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
622,4222,80,Hot,0.7979622,1,0,API,Google,No,No,3.0,1562,1.0,Page Visited on Website,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Page Visited on Website
623,2827,80,Hot,0.80008996,1,1,API,Google,No,No,2.0,70,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,SMS Sent
624,6318,80,Hot,0.8012994,1,0,Landing Page Submission,Google,No,No,4.0,415,4.0,SMS Sent,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,SMS Sent
625,2716,80,Hot,0.7964737,1,0,Landing Page Submission,Google,No,No,5.0,1669,5.0,Email Opened,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
626,3315,80,Hot,0.8030385,1,1,Landing Page Submission,Direct Traffic,No,No,24.0,1500,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,01.High,01.High,16.0,18.0,No,No,Page Visited on Website
627,3099,80,Hot,0.7967809,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,208,2.0,SMS Sent,India,Operations Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,SMS Sent
628,6702,79,Warm,0.79169023,1,1,API,Google,No,No,26.0,1157,2.17,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,No,Email Opened
629,3677,79,Warm,0.7857543,1,1,Landing Page Submission,Google,No,No,3.0,1321,3.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
630,3392,79,Warm,0.7851527,1,0,Landing Page Submission,Direct Traffic,No,No,3.0,23,3.0,SMS Sent,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,SMS Sent
631,504,79,Warm,0.78751045,1,0,Landing Page Submission,Google,No,No,4.0,1640,4.0,Olark Chat Conversation,India,Hospitality Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,Modified
632,2032,79,Warm,0.78906345,1,1,Landing Page Submission,Google,No,No,9.0,128,4.5,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Email Opened
633,4652,79,Warm,0.788412,1,1,Landing Page Submission,Direct Traffic,No,No,7.0,1143,3.5,Email Opened,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,Yes,Email Opened
634,2367,79,Warm,0.7900846,1,1,Landing Page Submission,Google,No,No,20.0,1290,2.22,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,01.High,02.Medium,16.0,15.0,No,No,Page Visited on Website
635,9020,79,Warm,0.7915289,1,1,Landing Page Submission,Direct Traffic,No,No,3.0,382,3.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent
636,4778,79,Warm,0.7946668,1,0,Lead Add Form,Reference,No,No,0.0,0,0.0,Email Opened,,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,,,,,,No,No,Email Opened
637,4274,78,Warm,0.77623725,1,0,Landing Page Submission,Google,No,No,4.0,1058,4.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
638,1549,78,Warm,0.7823876,1,1,API,Social Media,No,No,2.0,942,2.0,Olark Chat Conversation,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,02.Medium,15.0,14.0,No,No,Modified
639,4507,78,Warm,0.7836616,1,0,Landing Page Submission,Direct Traffic,No,No,4.0,337,4.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
640,2012,78,Warm,0.77601075,1,1,API,Google,No,No,2.0,1017,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
641,611,78,Warm,0.7832925,1,1,API,Google,No,No,3.0,7,3.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
642,8798,77,Warm,0.7724379,1,1,Landing Page Submission,Direct Traffic,No,No,3.0,230,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified
643,2500,77,Warm,0.77282155,1,1,Landing Page Submission,Google,No,No,3.0,85,3.0,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Mumbai,03.Low,01.High,12.0,18.0,No,No,Modified
644,3403,77,Warm,0.7709946,1,1,API,Olark Chat,No,No,11.0,1337,2.2,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Opened
645,2372,77,Warm,0.765545,1,1,API,Google,No,No,2.0,26,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
646,5992,77,Warm,0.774112,1,1,API,Organic Search,No,No,6.0,882,6.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,Email Opened
647,3448,77,Warm,0.7665333,1,1,Landing Page Submission,Google,No,No,5.0,171,2.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,No,SMS Sent
648,8602,77,Warm,0.7716623,1,0,Landing Page Submission,Google,No,No,2.0,1692,2.0,SMS Sent,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
649,1644,76,Warm,0.7598538,1,1,Lead Import,Facebook,No,No,0.0,0,0.0,SMS Sent,,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,Modified
650,3374,76,Warm,0.7622799,1,0,Landing Page Submission,Direct Traffic,No,No,6.0,63,3.0,SMS Sent,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
651,6354,76,Warm,0.7596192,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,970,2.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
652,6920,76,Warm,0.75582707,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,1243,2.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
653,3294,75,Warm,0.7522786,1,0,API,Google,No,No,5.0,213,5.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
654,1288,75,Warm,0.75410736,1,0,API,Google,No,No,2.0,1152,2.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
655,8069,75,Warm,0.7540825,1,0,Lead Add Form,Reference,No,No,,1028,,,,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,13.0,19.0,No,No,Modified
656,3013,75,Warm,0.7529109,1,0,Landing Page Submission,Google,No,No,8.0,782,2.67,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
657,8408,75,Warm,0.75410736,1,1,API,Google,No,No,2.0,1157,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
658,5154,75,Warm,0.74728143,1,1,Landing Page Submission,Google,No,No,5.0,273,5.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,SMS Sent
659,5991,75,Warm,0.7505969,1,1,Landing Page Submission,Google,No,No,3.0,126,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Metro Cities,,,,,No,No,SMS Sent
660,8874,75,Warm,0.75238335,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lateral student,High in Relevance,No,No,,02.Medium,02.Medium,15.0,16.0,No,No,Modified
661,3841,75,Warm,0.7534151,1,1,Landing Page Submission,Google,No,No,7.0,146,3.5,SMS Sent,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,SMS Sent
662,1811,75,Warm,0.7496376,1,0,API,Google,No,No,2.0,1303,2.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
663,1092,75,Warm,0.7523335,1,1,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,01.High,02.Medium,16.0,16.0,No,No,Modified
664,2809,74,Warm,0.740991,1,1,Landing Page Submission,Google,No,No,3.0,1357,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,No,Email Opened
665,5889,74,Warm,0.7438867,1,1,Landing Page Submission,Organic Search,No,No,9.0,995,4.5,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,Email Opened
666,5749,74,Warm,0.74440426,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,866,2.0,Email Opened,India,Rural and Agribusiness,,,No,No,No,No,No,No,No,No,,,No,No,Other Metro Cities,,,,,No,No,Email Opened
667,5421,73,Warm,0.7294309,1,0,Landing Page Submission,Direct Traffic,No,No,3.0,1410,3.0,Email Opened,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,No,Email Opened
668,6408,73,Warm,0.7301291,1,1,Landing Page Submission,Google,No,No,4.0,1205,4.0,Unreachable,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Unreachable
669,3422,73,Warm,0.7294387,1,0,Landing Page Submission,Organic Search,No,No,4.0,181,4.0,SMS Sent,India,Media and Advertising,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,SMS Sent
670,186,73,Warm,0.725448,1,1,API,Organic Search,No,No,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Email Link Clicked
671,6844,72,Warm,0.7206802,1,1,API,Olark Chat,No,No,4.0,338,4.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,,,,,No,No,SMS Sent
672,6023,72,Warm,0.7201252,1,0,Landing Page Submission,Direct Traffic,No,No,3.0,107,3.0,SMS Sent,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,Yes,SMS Sent
673,4257,72,Warm,0.7193521,1,0,API,Google,No,No,5.0,747,2.5,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Opened
674,204,71,Warm,0.70632994,1,1,API,Referral Sites,No,No,3.0,1299,3.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,16.0,13.0,No,No,Modified
675,5972,71,Warm,0.7053384,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,70,2.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Tier II Cities,,,,,No,Yes,Modified
676,8317,71,Warm,0.7103314,1,0,API,Google,No,No,3.0,752,3.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
677,4561,71,Warm,0.70580786,1,0,Lead Add Form,Click2call,No,No,0.0,0,0.0,Email Opened,,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Want to take admission but has financial problems,High in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,19.0,No,No,Modified
678,4811,71,Warm,0.707853,1,0,API,Google,No,No,2.0,746,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Opened
679,4245,70,Warm,0.70222294,1,1,Landing Page Submission,Organic Search,No,No,8.0,1408,4.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Metro Cities,,,,,No,Yes,Email Opened
680,1017,70,Warm,0.6981028,1,0,Landing Page Submission,Google,No,No,7.0,1172,3.5,SMS Sent,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
681,8473,70,Warm,0.7022935,1,1,Landing Page Submission,Organic Search,No,No,9.0,1005,9.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,Yes,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,15.0,17.0,No,No,Modified
682,1678,70,Warm,0.69592494,1,1,API,Google,No,No,4.0,932,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,03.Low,14.0,12.0,No,No,Email Opened
683,5477,70,Warm,0.6969403,1,0,Landing Page Submission,Direct Traffic,No,No,2.0,1122,2.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
684,4579,70,Warm,0.6975979,1,0,API,Google,No,No,3.0,1039,1.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
685,4133,70,Warm,0.7012855,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,964,2.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
686,6278,69,Warm,0.68549544,1,0,Landing Page Submission,Google,No,No,2.0,339,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Mumbai,,,,,No,No,SMS Sent
687,1933,69,Warm,0.69134325,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
688,6990,69,Warm,0.6940604,1,1,Landing Page Submission,Organic Search,No,No,20.0,213,4.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,SMS Sent
689,9154,69,Warm,0.686472,1,0,API,Olark Chat,No,No,1.0,1858,1.0,SMS Sent,,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
690,8934,69,Warm,0.68500453,1,1,Landing Page Submission,Google,No,No,3.0,399,3.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified
691,926,69,Warm,0.6942539,1,0,Landing Page Submission,blog,No,No,4.0,677,4.0,Email Opened,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
692,2538,68,Warm,0.67725545,1,0,Landing Page Submission,Direct Traffic,No,No,5.0,1961,5.0,SMS Sent,India,International Business,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
693,1155,68,Warm,0.6832171,1,0,Landing Page Submission,Google,No,No,4.0,48,2.0,SMS Sent,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
694,2977,68,Warm,0.6753138,1,1,Landing Page Submission,Google,No,No,4.0,222,4.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,SMS Sent
695,9106,68,Warm,0.683205,1,0,API,Direct Traffic,No,No,8.0,1050,8.0,SMS Sent,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
